SNAPSHOT_DATE,GROUP,CATEGORY,RANK,CODE,NAME,VALUE
20260911,ACTIVE,SELL_STOCK,4,6723.0,ルネサスエレクトロニクス,-1000.0
20260911,ACTIVE,SELL_STOCK,5,4208.0,ＵＢＥ,-701.936232
20260911,ACTIVE,BUY_SECTOR,1,,情報・通信業,13400.0
20260911,ACTIVE,BUY_SECTOR,2,,電気機器,2400.0
20260911,ACTIVE,BUY_SECTOR,3,,輸送用機器,1900.0
20260911,ACTIVE,BUY_SECTOR,4,,建設業,1500.0
20260911,ACTIVE,BUY_SECTOR,5,,サービス業,1100.0
20260911,ACTIVE,SELL_SECTOR,1,,輸送用機器,-4626.754261999999
20260911,ACTIVE,SELL_SECTOR,2,,化学,-1912.260459
20260911,ACTIVE,SELL_SECTOR,3,,電気機器,-1424.7353870000006
20260911,ACTIVE,SELL_SECTOR,4,,その他製品,-404.017114
20260911,ACTIVE,SELL_SECTOR,5,,銀行業,-229.0558079999994
20260911,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,2476280.092959
20260911,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,1526760.141731
20260911,PASSIVE,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,576270.993159
20260911,PASSIVE,BUY_STOCK,4,7203.0,トヨタ自動車,496867.956456
20260911,PASSIVE,BUY_STOCK,5,6758.0,ソニーグループ,326149.542146
20260911,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-194500.0
20260911,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-118304.941071
20260911,PASSIVE,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-104600.0
20260911,PASSIVE,SELL_STOCK,4,7203.0,トヨタ自動車,-37900.0
20260911,PASSIVE,SELL_STOCK,5,9984.0,ソフトバンクグループ,-36900.0
20260911,PASSIVE,BUY_SECTOR,1,,情報・通信業,5056806.926683
20260911,PASSIVE,BUY_SECTOR,2,,電気機器,1841317.171881
20260911,PASSIVE,BUY_SECTOR,3,,銀行業,1776696.636654
